scenario,replication,method,success,converged,diagnostic,error,subgroup_difference_truth,subgroup_difference_estimate,subgroup_difference_standard_error,subgroup_difference_lower,subgroup_difference_upper,subgroup_difference_error,subgroup_difference_covered,cate_mse,candidate_id,min_samples_leaf,max_samples,max_depth,fit_seed,runtime_seconds
published_scenario,6,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.03767663547676553,0.12512551021037063,-0.28292263548909197,0.2075693645355609,0.13897123273047457,True,0.008323652733886107,cf_07,10,0.5,,646722519,0.5336591660015984
published_scenario,6,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.031999191019528306,0.1114943206103183,-0.2505280594157522,0.18652967737669557,0.1446486771877118,True,0.006412181878136856,cf_08,10,0.5,5.0,646722519,0.49829033400601475
published_scenario,6,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.04447606800313436,0.09561583668010804,-0.2318831078961461,0.14293097188987738,0.13217180020410574,True,0.005656169319361909,cf_09,20,0.45,,646722519,0.46046175000083167
published_scenario,6,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.04307656781412683,0.09534502134449133,-0.22995280964932982,0.14379967402107616,0.13357130039311327,True,0.005632137829518426,cf_10,20,0.45,5.0,646722519,0.4592024580051657
published_scenario,6,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.040296069769672926,0.10474338378395259,-0.24559310198622,0.16500096244687415,0.13635179843756717,True,0.006366704026160374,cf_11,20,0.5,,646722519,0.4824905409986968
published_scenario,6,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.03826106836616927,0.10044726457656124,-0.2351377069362293,0.15861557020389075,0.13838679984107083,True,0.006047566694254112,cf_12,20,0.5,5.0,646722519,0.47545304099912755
published_scenario,7,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.20883262666258617,0.17627886751793906,-0.5543392069977467,0.1366739536725744,-0.032184758455346074,True,0.018882021341563165,cf_01,5,0.45,,194201402,0.559822917006386
published_scenario,7,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.17998499406972585,0.1484673851332685,-0.47098106893093206,0.11101108079148037,-0.003337125862485746,True,0.01012708218087725,cf_02,5,0.45,5.0,194201402,0.49246662500081584
published_scenario,7,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.2381200489304594,0.1923368261881881,-0.6151002282593081,0.13886013039838924,-0.061472180723219305,True,0.01955760629341561,cf_03,5,0.5,,194201402,0.5870284999982687
published_scenario,7,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.2061786494865238,0.16355493551045874,-0.526746323087023,0.11438902411397533,-0.029530781279283713,True,0.009897335509653164,cf_04,5,0.5,5.0,194201402,0.5054364169991459
published_scenario,7,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.17761079502727856,0.15507172291281413,-0.48155137193639425,0.12632978188183713,-0.0009629268200384566,True,0.0118965805093031,cf_05,10,0.45,,194201402,0.5268875410038163
published_scenario,7,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.1671401678860044,0.14323251986458302,-0.4478759068205871,0.11359557104857831,0.009507700321235713,True,0.008372420709449529,cf_06,10,0.45,5.0,194201402,0.48306987500109244
published_scenario,7,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.20212247527455146,0.16643238378547728,-0.5283299474940869,0.12408499694498398,-0.02547460706731136,True,0.013041378111689105,cf_07,10,0.5,,194201402,0.5399835420030286
published_scenario,7,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.18431638421870733,0.15024228530644176,-0.4787912634193332,0.11015849498191854,-0.00766851601146723,True,0.008334890441865653,cf_08,10,0.5,5.0,194201402,0.49591558300016914
published_scenario,7,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.11533394315485052,0.13075571446636275,-0.3716151435089215,0.14094725719922047,0.061313925052389584,True,0.007391474194743285,cf_09,20,0.45,,194201402,0.4692159999976866
published_scenario,7,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.11286314882941251,0.13042899024976928,-0.3685039697189603,0.1427776720601353,0.06378471937782759,True,0.0067731945179528895,cf_10,20,0.45,5.0,194201402,0.46130737500061514
published_scenario,7,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.14118798281651812,0.126006455977179,-0.38816063653178895,0.10578467089875271,0.03545988539072198,True,0.007892590370823512,cf_11,20,0.5,,194201402,0.49097558300127275
published_scenario,7,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.13878193792583038,0.1238405927103087,-0.38150949963803543,0.10394562378637467,0.03786593028140972,True,0.007003147327145275,cf_12,20,0.5,5.0,194201402,0.4750964999984717
published_scenario,8,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.22695907716007713,0.21415537118647532,-0.6467036046855688,0.1927854503654145,-0.05031120895283703,True,0.013228692317848728,cf_01,5,0.45,,2140287985,0.5573389999990468
published_scenario,8,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.2039428654867076,0.17701551956488212,-0.5508932838338765,0.14300755286046135,-0.027294997279467492,True,0.007347667587185643,cf_02,5,0.45,5.0,2140287985,0.5794673749987851
published_scenario,8,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.22568886120643045,0.19069685614390702,-0.5994546992484882,0.14807697683562732,-0.04904099299919035,True,0.014423731645259345,cf_03,5,0.5,,2140287985,0.5820718749964726
published_scenario,8,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.19568723189421544,0.1497794241265657,-0.4892549031822842,0.09788043939385332,-0.01903936368697534,True,0.008349052398906962,cf_04,5,0.5,5.0,2140287985,0.5036962090016459
published_scenario,8,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.21277703381485524,0.15764734490332194,-0.5217658298253662,0.09621176219565575,-0.036129165607615144,True,0.008938327431467082,cf_05,10,0.45,,2140287985,0.5081719169975258
published_scenario,8,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.20250920566289238,0.14638246525636722,-0.48941883756537213,0.08440042623958738,-0.025861337455652278,True,0.007129462407442505,cf_06,10,0.45,5.0,2140287985,0.4801353750008275
published_scenario,8,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.20718845866687213,0.14369839947818452,-0.4888373216441138,0.07446040431036954,-0.030540590459632033,True,0.0096417939427202,cf_07,10,0.5,,2140287985,0.5286177499947371
published_scenario,8,causal_forest,True,True,Approximate interval with subgroup covariance omitted,,-0.1766478682072401,-0.19793968761235714,0.13454818131054236,-0.46165412298102015,0.06577474775630587,-0.02129181940511704,True,0.007765894524382171,cf_08,10,0.5,5.0,2140287985,0.49412870800006203
